station,latitude,longitude,altitude,year,month,month_num,pressure,wind_speed,temperature,dew_point,humidity,nebulosity,precipitations,nb_rainy_days,low_clouds,mid_clouds,high_clouds,date
Nancy,48.581,5.959833,336,2015,May,5,1017.0708333333333,3.184111111111111,13.347388888888913,8.179500000000022,73.46666666666667,94.61287477954144,58.9,7,low clouds absent,mid clouds absent,nuages haut absent,2015-05-01
Nancy,48.581,5.959833,336,2015,Jun,6,1019.0919047619047,2.9604563492063494,17.589404761904785,10.665376984127006,66.78055555555555,91.66097308488612,43.699999999999996,7,low clouds absent,mid clouds absent,nuages haut absent,2015-06-01
Nancy,48.581,5.959833,336,2015,Jul,7,1015.7298387096774,3.517741935483871,21.853629032258088,11.770967741935507,56.38306451612903,92.41542658730158,15.2,4,low clouds absent,mid clouds absent,nuages haut absent,2015-07-01
Nancy,48.581,5.959833,336,2015,Aug,8,1015.2040322580646,3.043548387096774,20.963709677419377,12.4443548387097,62.875,94.42994505494505,30.1,6,low clouds absent,mid clouds absent,nuages haut absent,2015-08-01
Nancy,48.581,5.959833,336,2015,Sep,9,1017.8095833333333,3.73125,13.442916666666688,8.700000000000022,75.32083333333334,94.58804761904761,87.3,10,low clouds absent,mid clouds absent,nuages haut absent,2015-09-01
Nancy,48.581,5.959833,336,2015,Oct,10,1018.6032258064516,2.54758064516129,9.120564516129058,7.05403225806454,88.08467741935483,99.19502551020408,33.2,6,low clouds absent,mid clouds absent,nuages haut absent,2015-10-01
Nancy,48.581,5.959833,336,2015,Nov,11,1021.7108333333333,4.463333333333333,8.261666666666688,6.302916666666689,88.29583333333333,98.80224867724867,82.4,6,low clouds absent,mid clouds absent,nuages haut absent,2015-11-01
Nancy,48.581,5.959833,336,2015,Dec,12,1028.3256912442396,3.9797811059907833,7.692050691244262,5.699020737327212,87.7839861751152,97.0952380952381,13.6,5,low clouds absent,mid clouds absent,nuages haut absent,2015-12-01
Nancy,48.581,5.959833,336,2016,Jan,1,1015.5883640552995,4.299308755760369,3.5513824884792844,1.8544930875576249,89.17453917050692,97.01531746031746,87.9,16,low clouds absent,mid clouds absent,nuages haut absent,2016-01-01
Nancy,48.581,5.959833,336,2016,Feb,2,1013.5949507389163,5.393903940886699,4.37253694581283,1.7920566502463284,84.22844827586206,97.01615646258503,96.2,13,low clouds absent,mid clouds absent,nuages haut absent,2016-02-01
Nancy,48.581,5.959833,336,2016,Mar,3,1015.1108870967741,3.9773617511520736,4.71733870967744,1.1456797235023286,79.23271889400921,96.58312074829932,63,11,low clouds absent,mid clouds absent,nuages haut absent,2016-03-01
Nancy,48.581,5.959833,336,2016,Apr,4,1013.785,3.3085119047619047,8.466666666666688,4.271666666666689,77.16904761904762,96.56802721088435,86.5,16,low clouds absent,mid clouds absent,nuages haut absent,2016-04-01
Nancy,48.581,5.959833,336,2016,May,5,1013.7664708141322,2.896405529953917,13.441847158218149,8.995276497695874,77.02711213517665,95.05357142857143,131.1,16,low clouds absent,mid clouds absent,nuages haut absent,2016-05-01
Nancy,48.581,5.959833,336,2016,Jun,6,1014.7867857142858,2.965357142857143,16.62136904761907,13.534821428571451,83.52321428571429,95.63337438423645,97.3,17,low clouds absent,mid clouds absent,nuages haut absent,2016-06-01
Nancy,48.581,5.959833,336,2016,Jul,7,1018.3737903225806,2.6653225806451615,19.43669354838712,13.823387096774217,72.4758064516129,94.15666666666667,38.8,7,low clouds absent,mid clouds absent,nuages haut absent,2016-07-01
Nancy,48.581,5.959833,336,2016,Aug,8,1019.561405529954,2.5514400921658984,19.588709677419377,13.097983870967767,69.19066820276498,93.56916099773242,34.7,5,low clouds absent,mid clouds absent,nuages haut absent,2016-08-01
Nancy,48.581,5.959833,336,2016,Sep,9,1018.8408333333333,2.475833333333333,17.618333333333354,11.18916666666669,69.2,93.79248120300751,22.5,4,low clouds absent,mid clouds absent,nuages haut absent,2016-09-01
Nancy,48.581,5.959833,336,2016,Oct,10,1021.240495391705,2.8982718894009216,9.108352534562234,6.84251152073735,86.87672811059907,98.09655172413792,40,6,low clouds absent,mid clouds absent,nuages haut absent,2016-10-01
Nancy,48.581,5.959833,336,2016,Nov,11,1016.5285714285715,3.8051785714285713,5.400773809523833,3.2968452380952606,87.14107142857142,98.16618165784833,71.5,9,low clouds absent,mid clouds absent,nuages haut absent,2016-11-01
Nancy,48.581,5.959833,336,2016,Dec,12,1031.6854838709678,2.242741935483871,1.5282258064516367,0.3766129032258288,92.72983870967742,98.91322751322751,4.5,2,low clouds absent,mid clouds absent,nuages haut absent,2016-12-01
Nice,43.648833,7.209,2,2013,Jan,1,1011.497465437788,4.047926267281106,8.224539170506937,1.7812788018433399,65.2926267281106,56.189516129032256,109.2,9,low clouds absent,mid clouds absent,Cirrus,2013-01-01
Nice,43.648833,7.209,2,2013,Feb,2,1010.2794642857143,4.572767857142857,7.618303571428594,-0.8370535714285481,57.40625,56.339285714285715,87.8,5,Stratocumulus,mid clouds absent,nuages haut absent,2013-02-01
Nice,43.648833,7.209,2,2013,Mar,3,1005.4201612903225,4.3237903225806456,10.531451612903247,5.678629032258088,73.08064516129032,70.60195852534562,241.8,15,Stratocumulus,mid clouds invisible,high clouds invisible,2013-03-01
Nice,43.648833,7.209,2,2013,Apr,4,1013.2845833333333,3.674166666666667,14.112916666666688,9.626250000000022,75.37083333333334,62.354166666666664,81.8,12,Stratocumulus,mid clouds absent,high clouds invisible,2013-04-01
Nice,43.648833,7.209,2,2013,May,5,1010.4205069124424,3.96676267281106,16.2193548387097,10.746370967741958,71.125,51.785714285714285,118,6,Cumulus,mid clouds absent,Cirrus,2013-05-01
Nice,43.648833,7.209,2,2013,Jun,6,1015.4816666666667,3.100833333333333,20.137083333333354,14.714583333333357,71.8,40.375,25.4,3,Cumulus,mid clouds absent,Cirrus,2013-06-01
Nice,43.648833,7.209,2,2013,Jul,7,1016.8,3.170161290322581,25.127822580645187,17.67258064516131,64.43548387096774,35.060483870967744,23.6,1,low clouds absent,mid clouds absent,nuages haut absent,2013-07-01
Nice,43.648833,7.209,2,2013,Aug,8,1015.1223502304148,3.107142857142857,24.931682027649792,17.30656682027652,63.38133640552996,28.30069124423963,14,2,Cumulus,mid clouds absent,nuages haut absent,2013-08-01
Nice,43.648833,7.209,2,2013,Sep,9,1014.3333333333334,3.2516666666666665,21.55291666666669,14.669583333333357,65.90416666666667,40.267857142857146,15.200000000000001,2,Cumulus,mid clouds absent,Cirrus,2013-09-01
Nice,43.648833,7.209,2,2013,Oct,10,1017.3633640552996,3.5929147465437787,18.259619815668227,13.340092165898641,73.92857142857143,63.00403225806452,35.8,4,Stratocumulus,mid clouds absent,Cirrus,2013-10-01
Nice,43.648833,7.209,2,2013,Nov,11,1011.53875,4.880833333333333,12.75416666666669,4.259166666666692,58.81666666666667,52.4375,72.8,6,low clouds absent,mid clouds absent,nuages haut absent,2013-11-01
Nice,43.648833,7.209,2,2013,Dec,12,1022.638306451613,4.830241935483871,10.01975806451615,2.8366935483871187,62.73790322580645,42.80241935483871,158.8,7,low clouds absent,mid clouds absent,Cirrus,2013-12-01
Nice,43.648833,7.209,2,2014,Jan,1,1011.5564516129032,4.001612903225807,9.588306451612924,4.614516129032281,72.45967741935483,68.54166666666667,282.8,14,Stratocumulus,mid clouds absent,high clouds invisible,2014-01-01
Nice,43.648833,7.209,2,2014,Feb,2,1012.009375,4.215178571428571,9.887946428571452,4.47321428571431,70.32142857142857,59.776785714285715,142,12,Stratocumulus,mid clouds absent,high clouds invisible,2014-02-01
Nice,43.648833,7.209,2,2014,Mar,3,1014.9633064516129,3.863709677419355,12.386290322580669,5.166129032258087,63.225806451612904,49.516129032258064,54,3,low clouds absent,mid clouds absent,Cirrus,2014-03-01
Nice,43.648833,7.209,2,2014,Apr,4,1012.2933928571429,3.511547619047619,15.220238095238118,9.641666666666689,70.1952380952381,60.17857142857143,8,2,Cumulus,mid clouds absent,Cirrus,2014-04-01
Nice,43.648833,7.209,2,2014,May,5,1014.258064516129,4.171774193548387,17.491129032258087,10.366129032258089,64.38306451612904,54.53052995391705,18.8,2,Cumulus,mid clouds absent,Cirrus,2014-05-01
Nice,43.648833,7.209,2,2014,Jun,6,1014.5670833333334,3.3666666666666667,22.35125000000002,15.384583333333357,65.85416666666667,43.666666666666664,10.6,3,low clouds absent,mid clouds absent,Cirrus,2014-06-01
Nice,43.648833,7.209,2,2014,Jul,7,1012.4189516129032,3.463709677419355,23.149596774193572,16.607661290322604,67.32661290322581,43.36693548387097,27,4,Cumulus,mid clouds absent,Cirrus,2014-07-01
Nice,43.648833,7.209,2,2014,Aug,8,1012.8375,3.643951612903226,23.48709677419357,17.231048387096795,68.63709677419355,40.12384792626728,24,2,Cumulus,mid clouds absent,Cirrus,2014-08-01
Nice,43.648833,7.209,2,2014,Sep,9,1015.1658333333334,3.4491666666666667,22.060833333333356,15.30041666666669,66.29583333333333,47.208333333333336,8.6,1,Cumulus,mid clouds absent,Cirrus,2014-09-01
Nice,43.648833,7.209,2,2014,Oct,10,1017.0181451612904,3.8100806451612903,19.195564516129057,12.5193548387097,66.79838709677419,47.465437788018434,47.6,4,Stratocumulus,mid clouds absent,nuages haut absent,2014-10-01
Nice,43.648833,7.209,2,2014,Nov,11,1012.27625,4.665,14.618333333333357,9.82041666666669,73.80416666666666,64.92261904761905,541.8,15,Stratocumulus,mid clouds absent,high clouds invisible,2014-11-01
Nice,43.648833,7.209,2,2014,Dec,12,1017.2673387096775,4.711693548387097,10.528629032258088,3.4762096774193787,63.65725806451613,75,71.7,6,low clouds absent,mid clouds absent,nuages haut absent,2014-12-01
Nice,43.648833,7.209,2,2015,Jan,1,1016.9528225806451,4.568951612903226,9.088709677419377,1.3826612903226039,60.096774193548384,NaN,37.9,5,low clouds absent,mid clouds absent,nuages haut absent,2015-01-01
Nice,43.648833,7.209,2,2015,Feb,2,1012.1839285714286,4.2508928571428575,9.17276785714288,2.163392857142878,63.200892857142854,NaN,95.9,8,low clouds absent,mid clouds absent,nuages haut absent,2015-02-01
Nice,43.648833,7.209,2,2015,Mar,3,1016.906368407578,4.305017921146954,12.292063492063512,5.4622503840246015,64.44540450588838,25,22.3,5,low clouds absent,mid clouds absent,nuages haut absent,2015-03-01
Nice,43.648833,7.209,2,2015,Apr,4,1018.7183333333334,3.3295833333333333,14.487916666666688,9.055000000000023,71.07083333333334,NaN,48.6,3,low clouds absent,mid clouds absent,nuages haut absent,2015-04-01
Nice,43.648833,7.209,2,2015,May,5,1014.4604838709678,3.1491935483870965,18.517338709677446,12.709677419354863,70.04838709677419,NaN,7.6,1,low clouds absent,mid clouds absent,nuages haut absent,2015-05-01
Nice,43.648833,7.209,2,2015,Jun,6,1016.17125,3.390416666666667,23.120000000000022,16.10083333333336,65.525,NaN,14.7,2,low clouds absent,mid clouds absent,nuages haut absent,2015-06-01
Nice,43.648833,7.209,2,2015,Jul,7,1013.9225806451612,3.2129032258064516,27.024193548387117,19.395967741935504,64.50403225806451,NaN,0,0,low clouds absent,mid clouds absent,nuages haut absent,2015-07-01
Nice,43.648833,7.209,2,2015,Aug,8,1014.6903225806451,3.166532258064516,24.98387096774196,16.649596774193572,60.67338709677419,NaN,26.1,3,low clouds absent,mid clouds absent,nuages haut absent,2015-08-01
Nice,43.648833,7.209,2,2015,Sep,9,1014.4791071428572,4.142857142857143,21.36636904761907,12.57839285714288,58.38214285714286,49.322916666666664,24.4,5,low clouds absent,mid clouds absent,nuages haut absent,2015-09-01
Nice,43.648833,7.209,2,2015,Oct,10,1015.0282258064516,3.720967741935484,16.56693548387099,10.945967741935506,70.20967741935483,58.51958525345622,234.4,9,Stratocumulus,mid clouds absent,nuages haut absent,2015-10-01
Nice,43.648833,7.209,2,2015,Nov,11,1020.17375,4.147916666666666,13.279583333333358,5.961250000000025,62.766666666666666,45.49107142857143,9.8,2,low clouds absent,mid clouds absent,Cirrus,2015-11-01
Nice,43.648833,7.209,2,2015,Dec,12,1030.438940092166,4.2259216589861754,11.112615207373294,4.911347926267302,66.19988479262673,53.729838709677416,25.5,2,Stratocumulus,mid clouds absent,nuages haut absent,2015-12-01
Nice,43.648833,7.209,2,2016,Jan,1,1016.3935483870968,4.430645161290323,9.710483870967764,2.4241935483871186,62.58870967741935,60.84773425499232,17.3,2,Stratocumulus,mid clouds absent,nuages haut absent,2016-01-01
Nice,43.648833,7.209,2,2016,Feb,2,1012.5904556650246,4.349568965517241,10.673255336617427,4.0992610837438646,65.86412151067323,61.50246305418719,76.7,7,Stratocumulus,mid clouds absent,nuages haut absent,2016-02-01
Nice,43.648833,7.209,2,2016,Mar,3,1011.4036290322581,4.609677419354838,11.67419354838712,4.4068548387097,62.83064516129032,48.68279569892473,26.4,5,low clouds absent,mid clouds absent,nuages haut absent,2016-03-01
Nice,43.648833,7.209,2,2016,Apr,4,1011.5229166666667,4.067083333333334,15.404583333333356,8.60291666666669,65.69166666666666,51.645833333333336,6.2,4,low clouds absent,mid clouds absent,Cirrus,2016-04-01
Nice,43.648833,7.209,2,2016,May,5,1012.2874423963134,4.364746543778802,17.642165898617534,10.40357142857145,64.33467741935483,47.672811059907836,33,4,low clouds absent,mid clouds absent,Cirrus,2016-05-01
Nice,43.648833,7.209,2,2016,Jun,6,1013.5398333333334,3.03825,20.995583333333354,16.119083333333357,74.37333333333333,50.357142857142854,21,4,Stratocumulus,mid clouds absent,nuages haut absent,2016-06-01
Nice,43.648833,7.209,2,2016,Jul,7,1015.4775985663082,3.129704301075269,24.552956989247335,18.053046594982103,68.55421146953405,28.091077828981057,1.2999999999999998,1,low clouds absent,mid clouds absent,nuages haut absent,2016-07-01
Nice,43.648833,7.209,2,2016,Aug,8,1016.9822580645161,3.1068548387096775,24.815322580645184,17.324193548387118,64.01612903225806,26.068548387096776,7.7,2,low clouds absent,mid clouds absent,nuages haut absent,2016-08-01
Nice,43.648833,7.209,2,2016,Sep,9,1016.9791666666666,3.578333333333333,22.94833333333336,15.170833333333356,62.541666666666664,39.57142857142857,28.499999999999996,2,low clouds absent,mid clouds absent,Cirrus,2016-09-01
Nice,43.648833,7.209,2,2016,Oct,10,1017.100633640553,3.994930875576037,17.23865207373274,11.345334101382512,69.4971198156682,50.480990783410135,105.4,8,Stratocumulus,mid clouds absent,Cirrus,2016-10-01
Nice,43.648833,7.209,2,2016,Nov,11,1015.3266666666667,4.817083333333334,13.104861111111132,7.1627777777778014,68.78888888888889,53.044642857142854,141.6,8,Stratocumulus,mid clouds absent,nuages haut absent,2016-11-01
Nice,43.648833,7.209,2,2016,Dec,12,1027.3016129032258,5.005645161290323,10.351209677419378,3.2399193548387344,62.13709677419355,39.5823732718894,7.7,2,Stratocumulus,mid clouds absent,nuages haut absent,2016-12-01
Toulouse,43.621,1.378833,151,2013,Jan,1,1018.4729838709677,3.2778225806451613,5.227016129032281,3.0193548387097007,86.15322580645162,88.394777265745,138.8,15,Stratocumulus,mid clouds invisible,high clouds invisible,2013-01-01
Toulouse,43.621,1.378833,151,2013,Feb,2,1017.3495535714286,4.464732142857143,5.018750000000023,1.1812500000000223,77.13839285714286,69.76415816326531,60,10,Stratocumulus,mid clouds invisible,high clouds invisible,2013-02-01
Toulouse,43.621,1.378833,151,2013,Mar,3,1006.6270161290322,4.722523041474655,9.516935483870991,4.816129032258086,73.9475806451613,77.0524193548387,50.4,11,Stratocumulus,mid clouds absent,high clouds invisible,2013-03-01
Toulouse,43.621,1.378833,151,2013,Apr,4,1015.9894642857142,3.862202380952381,11.747261904761928,6.239047619047639,71.05119047619047,79.09246031746032,71.1,11,Stratocumulus,mid clouds invisible,high clouds invisible,2013-04-01
Toulouse,43.621,1.378833,151,2013,May,5,1015.6221774193548,4.3314516129032254,13.140322580645181,8.161290322580667,73.79838709677419,78.45679723502305,79.2,13,Cumulus,mid clouds absent,high clouds invisible,2013-05-01
Toulouse,43.621,1.378833,151,2013,Jun,6,1019.2679166666667,4.1075,17.665833333333357,12.09166666666669,71.83333333333333,73.66626984126984,71,8,Cumulus,mid clouds absent,high clouds invisible,2013-06-01
Toulouse,43.621,1.378833,151,2013,Jul,7,1017.2822580645161,2.9040322580645164,24.518548387096796,16.2818548387097,63.03629032258065,47.333333333333336,28.4,5,low clouds absent,mid clouds absent,Cirrus,2013-07-01
Toulouse,43.621,1.378833,151,2013,Aug,8,1018.1842741935484,3.581451612903226,22.378225806451635,13.933467741935507,61.939516129032256,50.295698924731184,32.4,4,low clouds absent,mid clouds absent,Cirrus,2013-08-01
Toulouse,43.621,1.378833,151,2013,Sep,9,1017.65375,3.7516666666666665,19.245000000000022,13.133750000000022,70.58333333333333,63.407738095238095,23,5,Cumulus,mid clouds absent,Cirrus,2013-09-01
Toulouse,43.621,1.378833,151,2013,Oct,10,1017.3217741935484,3.6350806451612905,16.669758064516152,12.031048387096797,75.72983870967742,75.54339477726575,51.4,6,low clouds absent,mid clouds absent,Cirrus,2013-10-01
Toulouse,43.621,1.378833,151,2013,Nov,11,1020.0879166666666,4.42875,8.298333333333353,5.619583333333357,84.03333333333333,83.91626984126984,91.60000000000001,16,Stratocumulus,mid clouds invisible,high clouds invisible,2013-11-01
Toulouse,43.621,1.378833,151,2013,Dec,12,1024.1443548387097,3.483064516129032,6.25927419354841,3.543145161290344,83.7741935483871,63.94231950844854,25,5,low clouds absent,mid clouds absent,high clouds invisible,2013-12-01
Toulouse,43.621,1.378833,151,2014,Jan,1,1012.6060483870967,4.1782258064516125,8.445161290322604,5.998790322580668,85.22177419354838,87.75633640552995,70,10,Stratocumulus,mid clouds invisible,high clouds invisible,2014-01-01
Toulouse,43.621,1.378833,151,2014,Feb,2,1013.0558035714286,4.328571428571428,7.971428571428594,4.341964285714311,79.09375,77.41624149659864,51.6,14,low clouds absent,Altostratus,high clouds invisible,2014-02-01
Toulouse,43.621,1.378833,151,2014,Mar,3,1018.0274193548387,4.654435483870968,10.345564516129055,4.455645161290346,69.46774193548387,58.5,36.6,6,low clouds absent,mid clouds absent,Cirrus,2014-03-01
Toulouse,43.621,1.378833,151,2014,Apr,4,1015.2475,3.8457738095238096,14.005000000000022,8.378750000000021,72.31666666666666,69.74861111111112,55.800000000000004,8,Stratocumulus,mid clouds absent,Cirrus,2014-04-01
Toulouse,43.621,1.378833,151,2014,May,5,1017.8052419354839,4.336693548387097,15.082661290322601,9.241129032258087,70.64516129032258,72.07872503840245,55.8,9,Cumulus,mid clouds absent,Cirrus,2014-05-01
Toulouse,43.621,1.378833,151,2014,Jun,6,1016.3383333333334,4.2375,21.338750000000022,13.254583333333358,62.925,60.63948412698413,93.4,4,Cumulus,mid clouds absent,Cirrus,2014-06-01
Toulouse,43.621,1.378833,151,2014,Jul,7,1016.445564516129,4.030241935483871,21.010887096774216,15.300806451612925,72.02822580645162,68.91274961597543,79.4,11,Cumulus,mid clouds absent,Cirrus,2014-07-01
Toulouse,43.621,1.378833,151,2014,Aug,8,1016.6633064516129,2.877016129032258,20.530645161290344,14.668145161290346,70.95564516129032,75.34600614439324,64.8,10,Cumulus,mid clouds absent,Cirrus,2014-08-01
Toulouse,43.621,1.378833,151,2014,Sep,9,1015.7508333333334,2.7389285714285716,20.60511904761907,13.641488095238119,67.18630952380953,55.138888888888886,43.8,6,low clouds absent,mid clouds absent,Cirrus,2014-09-01
Toulouse,43.621,1.378833,151,2014,Oct,10,1017.2737903225807,3.1278225806451614,17.400806451612926,12.508467741935506,74.87903225806451,54.03590629800307,30.8,2,low clouds absent,mid clouds absent,Cirrus,2014-10-01
Toulouse,43.621,1.378833,151,2014,Nov,11,1009.8969047619048,3.7620833333333334,12.706309523809546,9.670535714285737,82.92261904761905,77.24285714285715,65.2,9,Stratocumulus,Altostratus,Cirrus,2014-11-01
Toulouse,43.621,1.378833,151,2014,Dec,12,1025.2334677419356,3.532258064516129,6.087903225806475,3.8794354838709912,86.29435483870968,82.14285714285714,28,6,Stratocumulus,mid clouds absent,nuages haut absent,2014-12-01
Toulouse,43.621,1.378833,151,2015,Jan,1,1023.7379032258065,3.4629032258064516,5.6213709677419565,3.1870967741935723,85.20564516129032,85.8636712749616,22.6,6,Stratocumulus,mid clouds absent,nuages haut absent,2015-01-01
Toulouse,43.621,1.378833,151,2015,Feb,2,1018.6772321428572,4.078125,5.338392857142879,2.0638392857143093,80.65178571428571,74.94536564625851,59,11,Stratocumulus,mid clouds absent,nuages haut absent,2015-02-01
Toulouse,43.621,1.378833,151,2015,Mar,3,1022.6005696364567,4.536187916026626,10.285855094726085,6.109383000512055,77.66807475678443,82.99769585253456,43.3,10,Stratocumulus,mid clouds absent,nuages haut absent,2015-03-01
Toulouse,43.621,1.378833,151,2015,Apr,4,1020.3991666666667,3.71,14.19291666666669,6.808750000000023,65.57916666666667,63.41984126984127,64.9,7,low clouds absent,mid clouds absent,nuages haut absent,2015-04-01
Toulouse,43.621,1.378833,151,2015,May,5,1019.2274193548387,4.532258064516129,16.951612903225833,10.40241935483873,68.4274193548387,77.33544546850999,22.6,6,Cumulus,mid clouds absent,nuages haut absent,2015-05-01
Toulouse,43.621,1.378833,151,2015,Jun,6,1018.4224404761904,3.515833333333333,22.165476190476213,13.368333333333357,62.19642857142857,49.43928571428572,69.5,4,low clouds absent,mid clouds absent,nuages haut absent,2015-06-01
Toulouse,43.621,1.378833,151,2015,Jul,7,1017.2612903225806,4.000403225806451,24.198387096774216,14.52903225806454,58.67741935483871,62.634408602150536,47.3,5,low clouds absent,mid clouds absent,Cirrus,2015-07-01
Toulouse,43.621,1.378833,151,2015,Aug,8,1016.0423387096774,3.765322580645161,22.172983870967766,14.79193548387099,67.1975806451613,58.16205837173579,78.7,7,low clouds absent,mid clouds absent,nuages haut absent,2015-08-01
Toulouse,43.621,1.378833,151,2015,Sep,9,1017.2150595238095,3.185297619047619,17.70077380952383,11.166488095238117,68.8422619047619,64.2734126984127,29.9,5,low clouds absent,mid clouds absent,nuages haut absent,2015-09-01
Toulouse,43.621,1.378833,151,2015,Oct,10,1016.5568548387097,3.496774193548387,14.250403225806473,9.053629032258087,73.56854838709677,70.02995391705069,15.099999999999998,4,low clouds absent,mid clouds absent,nuages haut absent,2015-10-01
Toulouse,43.621,1.378833,151,2015,Nov,11,1024.91875,3.4429166666666666,11.444583333333355,8.39125000000002,83.39583333333333,95.05352891156463,39.3,4,low clouds absent,mid clouds absent,nuages haut absent,2015-11-01
Toulouse,43.621,1.378833,151,2015,Dec,12,1028.8556451612903,3.2892281105990784,9.907834101382512,7.620564516129055,86.78744239631337,96.22557319223986,1.9,2,low clouds absent,mid clouds absent,nuages haut absent,2015-12-01
Toulouse,43.621,1.378833,151,2016,Jan,1,1019.2847926267281,3.6879032258064517,8.359907834101406,5.8149193548387315,84.8168202764977,97.28540706605223,36.9,11,low clouds absent,mid clouds absent,nuages haut absent,2016-01-01
Toulouse,43.621,1.378833,151,2016,Feb,2,1017.6461206896552,4.1636699507389165,8.063793103448297,4.157758620689679,77.72844827586206,96.10238095238095,91.9,10,low clouds absent,mid clouds absent,nuages haut absent,2016-02-01
Toulouse,43.621,1.378833,151,2016,Mar,3,1015.9298387096774,4.423387096774194,9.222580645161313,4.172580645161312,72.22177419354838,95.80753968253968,38.7,8,low clouds absent,mid clouds absent,nuages haut absent,2016-03-01
Toulouse,43.621,1.378833,151,2016,Apr,4,1014.3229166666666,4.351547619047619,12.522500000000024,6.250833333333356,68.13333333333334,96.56785714285715,50.9,8,low clouds absent,mid clouds absent,nuages haut absent,2016-04-01
Toulouse,43.621,1.378833,151,2016,May,5,1014.9939516129032,5.308467741935484,15.469758064516153,9.135080645161313,68.58467741935483,92.30180776014109,80.2,12,low clouds absent,mid clouds absent,nuages haut absent,2016-05-01
Toulouse,43.621,1.378833,151,2016,Jun,6,1017.3625,3.899107142857143,19.57571428571431,12.954583333333357,67.81071428571428,95.28,45.4,7,low clouds absent,mid clouds absent,nuages haut absent,2016-06-01
Toulouse,43.621,1.378833,151,2016,Jul,7,1019.627688172043,3.6809139784946234,22.461559139784967,14.405107526881741,63.17831541218638,92.84415584415585,69.6,5,low clouds absent,mid clouds absent,nuages haut absent,2016-07-01
Toulouse,43.621,1.378833,151,2016,Aug,8,1020.1290322580645,3.5560483870967743,23.002822580645184,12.808064516129054,56.15725806451613,95.59065934065934,24.5,1,low clouds absent,mid clouds absent,nuages haut absent,2016-08-01
Toulouse,43.621,1.378833,151,2016,Sep,9,1019.10125,3.328333333333333,20.90166666666669,12.40291666666669,61.704166666666666,93.07936507936508,14.4,2,low clouds absent,mid clouds absent,nuages haut absent,2016-09-01
Toulouse,43.621,1.378833,151,2016,Oct,10,1018.2620391705069,2.749769585253456,14.747695852534584,9.101382488479283,71.62845622119815,96.36418219461697,40.5,3,low clouds absent,mid clouds absent,nuages haut absent,2016-10-01
Toulouse,43.621,1.378833,151,2016,Nov,11,1016.5191666666667,3.0341666666666667,10.325833333333355,7.349583333333354,82.61666666666666,96.74808673469387,51.2,9,low clouds absent,mid clouds absent,nuages haut absent,2016-11-01
Toulouse,43.621,1.378833,151,2016,Dec,12,1028.8423387096775,2.0798387096774196,6.885080645161312,4.533467741935506,85.93548387096774,97.19671428571428,4.1,3,low clouds absent,mid clouds absent,nuages haut absent,2016-12-01
